Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions (weighted  —  Likes 1x Comments 1x ),Overperforming Score
Nike,nike,235605661,2022-09-14 10:00:37 CDT,2022-09-14,10:00:37,Album,"160,986",159213,1773,0,false,https://www.instagram.com/p/CifcwiQr2uF/,https://www.instagram.com/p/CifcwiQr2uF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/306563034_4737109446392196_4606723323960779278_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ZX6ptI-PN0kAX9Ma0EC&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDHBwIkelrAQGXDj2f4YwDFCbE_5ydXgb_iFEKB2SPA0Q&oe=649E1ED0,,"@tayla_harris is the living definition of the multi-faceted athlete. 

Australian Football League star? ✅ 
Pro boxer? ✅ 
Real estate investor? ✅ 
Small business owner? ✅ 
Wedding officiant? ✅ 

In Tayla’s world, the only limitations are the ones we put on ourselves. 
 
Never done expanding.",,,,"160,986",-1.21
Nike,nike,298950691,2023-06-21 11:00:02 CDT,2023-06-21,11:00:02,Album,"160,082",159244,838,0,false,https://www.instagram.com/p/CtwiItfrYWK/,https://www.instagram.com/p/CtwiItfrYWK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/355079912_306131578414254_6844238341879771800_n.jpg?_nc_cat=1&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=JWw_Ls1Oz_MAX-LcJJJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDfg4EIUtfOJ_W2RoOMXCTm3KNOX_bmAXy-Y_E2WfBDAg&oe=64A13532,,The @nike x @Jacquemus J Force 1. For the understated 🤝 For the standouts. Shop now on SNKRS. 🔗 in bio.,,,,"160,082",1.02
Nike,nike,294780223,2023-05-31 11:07:18 CDT,2023-05-31,11:07:18,Album,"158,741",157849,892,1306629,false,https://www.instagram.com/p/Cs6eRkvOZpw/,https://www.instagram.com/p/Cs6eRkvOZpw/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/350382457_3071533719807590_1439173085158009578_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=58AOKbiEBrsAX-LBhem&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDuhZ3hN4Px_LlBBW30jobE_v9KnePfgfgqiK53hOZcJw&oe=64A0D0A8,,"@nike & @stussy Vandal High…
Available worldwide at stussy.com and select stüssy chapter stores on Friday, June 9th.
Available on SNKRS Thursday, June 15th. Tap the link in @nike’s bio to get notified.",,,,"158,741",-1.04
Nike,nike,263741124,2023-01-19 10:00:04 CST,2023-01-19,10:00:04,Album,"158,024",157156,868,1070348,false,https://www.instagram.com/p/CnmkhA8uW-u/,https://www.instagram.com/p/CnmkhA8uW-u/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/326173763_890562208736271_2572219267904361522_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wGGy5DHaGUgAX-c95Kp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDI8NQkBHY3xZLqWtIDcRHfU4qKMQm2j6yLVUBmaxRB9w&oe=64A2EBAB,,"“I feel a sense of responsibility towards upgrading the Korean B-Girl scene to an internationally acclaimed level.” @yell_yeri_kim, gives us the real in the latest episode of “What Are You Working On?”

What are you determined to do right now? Tell us in the comments!",,,,"158,024",-1.17
Nike,nike,233596488,2022-08-09 10:02:40 CDT,2022-08-09,10:02:40,Album,"158,013",156775,1238,0,false,https://www.instagram.com/p/ChCwYCwL7Ml/,https://www.instagram.com/p/ChCwYCwL7Ml/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/298077317_428784695878081_1307753632847805717_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=cl-TFZsDr7MAX-vtOZE&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAGdMII0NkJTTYJd53ZloC2EEkkj6kIsvG8Pv9tvzx7Lw&oe=64A2B837,,"Jewell Loyd has always seen things differently. Eight years into an already illustrious WNBA career, she is just now starting to use visualization as a means to master her craft on the court to help manifest a greater world for the person she is off of it.

“What Are You Working On?” with Jewell Loyd is out now.",,,,"158,013",-1.29
Nike,nike,273748744,2023-02-27 10:00:07 CST,2023-02-27,10:00:07,Album,"156,817",155445,1372,0,false,https://www.instagram.com/p/CpK_hf3uQhu/,https://www.instagram.com/p/CpK_hf3uQhu/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/333379485_898539327868202_8467545880267336748_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dUaADqXxt2IAX_597a6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDPWMtJEz_OJoYDXW2-5S2nt--7BSddJM4uN4Q04f3ylQ&oe=64A2421E,,"@ibtihajmuhammad’s modest style makes room for bold statements. 

From bright, pink monochromatic colorways to denim-on-denim looks and, of course, a pair of classics on her feet, world-class fencer Ibtihaj Muhammad doesn’t shy away from the bold — she embraces it. 

Tap to shop her latest looks!",,,,"156,817",-1.18
Nike,nike,229724313,2022-07-15 10:02:44 CDT,2022-07-15,10:02:44,Album,"155,935",154669,1266,1486588,false,https://www.instagram.com/p/CgCYgkxrgUO/,https://www.instagram.com/p/CgCYgkxrgUO/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/294014552_731848418026834_38064844237380363_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fLdL2cuR58MAX8aUXai&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCO_9pomD2eXZrod8YhQS1YA1AUFkT5DDXa2Pc-MyigCg&oe=64A24E16,,"For 39 years, we’ve built the Pegasus together to help make your everyday run more effortless. And we’re not about to stop now. 

With the Pegasus 39 your next run is now lighter, comfier, and smoother than ever before. Our latest innovation ensures a super smooth heel-to-toe transition and a shoe that fits like a glove in all the right places. That’s why the Peg is Nike’s longest-running running shoe. Because the run is never done. And neither are we. 

Start your next run by exploring the Peg 39. 🐎",,,,"155,935",-1.36
Nike,nike,292290870,2023-05-16 21:23:51 CDT,2023-05-16,21:23:51,Photo,"155,562",155006,556,0,false,https://www.instagram.com/p/CsU86HgueU-/,https://www.instagram.com/p/CsU86HgueU-/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/347218940_1264876731088126_7231607346681177719_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=d3iP09AM2QwAX8a_8BH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCmcDuYejDIjMxVYQUdd0XOIxa0fODganSatGpecBz-CA&oe=64A25CDB,,"Think @wemby will change basketball? Think bigger. 🌍

The wait is almost over.",,,,"155,562",-2.8
Nike,nike,269236592,2023-02-11 11:01:16 CST,2023-02-11,11:01:16,Album,"154,226",153588,638,0,false,https://www.instagram.com/p/Coh5zb8utIi/,https://www.instagram.com/p/Coh5zb8utIi/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330483642_890133078633523_4843775125428017321_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_MBQQD0ouioAX_axH5C&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDF-wECjjNc-ERCV6PCtIIwLC_1qadJ9zVT1BifNqGkOg&oe=64A1FDB9,,"@easymoneysniper shared his personal journey to wellness through increased consciousness and perspective. He hopes it can be a guide for future generations of Black athletes*.

Follow the link in bio to learn more.",,,,"154,226",-1.19
Nike,nike,245722165,2022-11-01 11:00:11 CDT,2022-11-01,11:00:11,Album,"152,958",148177,4781,0,false,https://www.instagram.com/p/CkbJuxTuDob/,https://www.instagram.com/p/CkbJuxTuDob/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313780687_197537316077874_7289018053136373247_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-BSzkJSdkG4AX8wu6g-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDZL630oC2YXx-zJ2G2uwg6WC6QftQYfiX7Rmb69lY0vg&oe=64A11433,,"The love that The Council has for one another goes way beyond the dance floor 💓

“The Council just allowed me to have a family outside of my family, and it allowed me to have a sense of support. Having a collective of women around me that has a similar mindset is so soothing to my spirit, to my mind. We take care of each other without even thinking about it.” - @sheopatra_

The Council is a tight-knit all-female dance collective from LA providing a platform for emerging talent. When it comes to mentorship, community-building, and leveling the playing field for the next generation, the women of The Council know that when they Join Forces for the cause, it creates a ripple effect that can’t be ignored. Tap the 🔗 in bio to see how The Council comes together in Force. Show us how your crew shows up in Force by using #AF1JoinForces",,,,"152,958",-1.24
Nike,nike,288850871,2023-04-24 13:27:09 CDT,2023-04-24,13:27:09,Album,"149,715",148886,829,0,false,https://www.instagram.com/p/Crbc3ZCO0B5/,https://www.instagram.com/p/Crbc3ZCO0B5/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/336047878_1038631787109527_1195081133158682652_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=mX4tyFOuzkgAX88_XZ1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAeauibwk117oz0ydDabzJK1ORT2yc1SaQs3DOms5gkVQ&oe=64A244C3,,"The 2023 National Team Kits delivering 🔥🔥🔥 on the pitch. #nikefc 

Athletes on pitch ⚽️: 
@samanthakerr20
@grace_geyoro 
@sophsssmith 
@chloekelly 
@hwilkin17
@andressaalves9oficial 
@wang_shuang7
@ahegerberg
@rasheedatt10 
@c_sinc12
@jessiicasilva10 
@alexmorgan13 
@keishaballa 
@asisat_oshoala 
@laurennjjames 
@kerolinnicoli 
@linethbeerensteyn 
@elisadealmeida5 
@grace_jale 
@graham95 
@kika.nazareth 
@katrinagorry10",,,,"149,715",-1.15
Nike,nike,290425822,2023-05-08 11:00:07 CDT,2023-05-08,11:00:07,Album,"149,196",147961,1235,0,false,https://www.instagram.com/p/Cr_PK1OujTh/,https://www.instagram.com/p/Cr_PK1OujTh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/345455317_590876856153935_64674144849147038_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WvQkgf-1vL4AX9OaAue&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC77oWaD_L79wZoc-dkSWaODnM4DnG4Z-DUrzNJdjUQpw&oe=64A2F1BB,,"“Fashion is something that I find an escape in, something you can't be limited from.” - @dinaashersmith 

An absolute force when sprinting between the lines, Dina Asher-Smith embraces the freedom to step outside of them with her everyday style. 

Tap the 🔗 to shop Dina’s Nike favorites.",,,,"149,196",-1.15
Nike,nike,228611002,2022-07-07 22:53:46 CDT,2022-07-07,22:53:46,Album,"148,221",147130,1091,0,false,https://www.instagram.com/p/CfvKY30OoUF/,https://www.instagram.com/p/CfvKY30OoUF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/292535804_601844084579354_7012465672702138785_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8f4VOCO0XU4AX_D7klG&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBCBDsvDxOjKoUAQrYuOnfvE8tnjI-sxmR4UhC4fKu1iA&oe=64A19F44,,"""You don’t have to have the platform I do to make a difference. But you have to do something. We all have that responsibility. So be absolutely relentless when fighting for the things you believe in."" - @mrapinoe

Today, Megan Rapinoe received the highest civilian honor in the United States, the Presidential Medal of Freedom. A testament to her work to make everyone feel safe, seen, and heard on the path to equality.",,,,"148,221",-1.48
Nike,nike,295014813,2023-06-01 11:01:55 CDT,2023-06-01,11:01:55,Album,"147,620",145793,1827,0,false,https://www.instagram.com/p/Cs9CdAWLN96/,https://www.instagram.com/p/Cs9CdAWLN96/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/350442700_635812141751378_1531557628601014694_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=tFoopOEUhVIAX8gZlQU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAK-OhROPwpFCjBMZf-4VyYvn-vPaLzOXJN83cwD3CIRA&oe=64A1B77E,,"The 2023 Be True Collection is here. Made in collaboration with designer and artist Zoe Schlacter (they/them), bold geometric patterns and swirling graphics serve as a celebration of the legends and dreamers of LGBTQIA+ communities and their legacies.

Available now. Link in bio. 💃✨",,,,"147,620",-1.12
Nike,nike,228048964,2022-07-06 01:01:56 CDT,2022-07-06,01:01:56,Video,"147,127",146201,926,2281814,false,https://www.instagram.com/tv/CfqOgENrIAF/,https://www.instagram.com/tv/CfqOgENrIAF/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/292256473_443171394362172_6413304020451152401_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=07RnQ-MT5y4AX9rOWCd&_nc_oc=AQn2UsEAKHEe3ORH-WNKc3yoZpJoCmbjbBk7x4q2bm4Lw5ZeG9A_61zEP2hziZvIoP8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD3GK5aqI1LC-oTfOOD9TskzGUrl8YnN5ijJxlgPd6nXw&oe=64A1FD50,,"Wild goals. Big ambition. Mind-blowing skill 🤯🤯🤯 

Women have been elevating the game since day one. And they’ll continue to smash records, set the bar and raise the game for all of football 🥅☄️

Never Settle, Never Done.",,,,"147,127",-1.57
Nike,nike,265136442,2023-01-28 01:03:00 CST,2023-01-28,01:03:00,Album,"146,318",145633,685,0,false,https://www.instagram.com/p/Cn8yNTUuuYW/,https://www.instagram.com/p/Cn8yNTUuuYW/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/327859899_1559182364602866_2847465468045692026_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=sAf7n1XTIeYAX_WHvu8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCHzRsNITEFow4Xxb1lPTBiJjeuuUHL14zMOAoXvvSKBw&oe=64A14656,,"Own the court. Dominate the game.
Cheers to another one @diededegroot! 🏆☝
Never done raising trophies.",,,,"146,318",-1.25
Nike,nike,269236592,2023-02-11 13:04:37 CST,2023-02-11,13:04:37,Album,"145,937",145095,842,3303311,false,https://www.instagram.com/p/CoiH61bOiFh/,https://www.instagram.com/p/CoiH61bOiFh/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/330126263_1180078195981001_6704184708875913452_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=KGl_F-tpjV8AX_VLsCs&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDKK0ZfT-QiFE1cwcyHC5h_y9rSQYse_4aBEVR2gcYSqA&oe=64A26C8D,,"“I want to create something that people won’t forget, that will be passed on to the next generation.” 

Many people might think that @yutohorigome is already on top of the skateboarding world, but the 24-year-old still has so much he wants to accomplish within skate culture. Click the link in bio to watch Yuto as he reflects on his past and plots out his future in this latest episode of “What Are You Working On?”",,,,"145,937",-1.26
Nike,nike,230666840,2022-07-19 10:01:29 CDT,2022-07-19,10:01:29,Album,"145,802",144707,1095,0,false,https://www.instagram.com/p/CgMri9GLY-6/,https://www.instagram.com/p/CgMri9GLY-6/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/294159819_1115339025759954_6676226038544454142_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=nlItY86xiaQAX8a4vr1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCss95f7D3DGqISzApkoGxz0JQNVySDd9h5ahyeefoWIw&oe=64A135B3,,"“I enjoy the challenge of the fact that I am not where I want to be yet and so I am constantly building towards what that looks like.”– @raealex35

Unstoppable at breaking records, Raevyn is a force to be reckoned with. And when it comes to the track, her approach is a beautiful combination of vigorous athleticism, mental discipline and just the right amount of laughs.

An approach that continuously places her as one of the best middle-distance runners in the world.",,,,"145,802",-1.42
Nike,nike,288850871,2023-04-24 17:00:05 CDT,2023-04-24,17:00:05,Album,"144,817",143963,854,0,false,https://www.instagram.com/p/Crb1PDGuc4A/,https://www.instagram.com/p/Crb1PDGuc4A/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/343131699_630328698458889_4955400912951675361_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=QbmqdHgoRoIAX9A87-1&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfB1q1C7JAuYPJfMfnB0Owo0pL7e2kdExCEqIg3AIAsOSA&oe=647D9A5E,,"@dbook is not of an era.

Much like his game, Devin Booker’s off-court style is timeless.

Tap to shop D. Book’s looks.",,,,"144,817",-1.19
Nike,nike,272101156,2023-02-21 10:00:11 CST,2023-02-21,10:00:11,Album,"143,449",142590,859,0,false,https://www.instagram.com/p/Co7iw1Guc83/,https://www.instagram.com/p/Co7iw1Guc83/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/332158543_1330754460807809_3295795679820959867_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=3rs8LjBuU-4AX-a9pNF&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCsp91UKe8PRsXdbrjpl0ECtehCx8c6YNYRLg0zZz8ryQ&oe=644C3A05,,"For Chinese track and field athlete Su Bingtian, he knows that winning is a team effort even when he’s the only one crossing the finish line. The first ever Asia-born sprinter to break the 10-second barrier in the 100m, he feels a responsibility to the next generation of young sprinters to leave behind a legacy as a coach and trainer. “If someone breaks my record of 9.83, it’d make me even happier.” Never done pushing the limits. 💪

Click the link in bio to learn how Su leads by example in the latest episode of “What Are You Working On?”",,,,"143,449",-1.28
Nike,nike,231119032,2022-07-23 13:34:38 CDT,2022-07-23,13:34:38,Album,"142,456",141607,849,0,false,https://www.instagram.com/p/CgXXHrhJAMN/,https://www.instagram.com/p/CgXXHrhJAMN/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/295102281_3163665653846099_3096821963222978781_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-7fL7UsSkSsAX_rQvox&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB2bMy6THpZHCB3xvMgzqwKbS1mogME75MKJHGYBqQXTg&oe=643DE4AB,,"When the only thing on your mind is to defend your title and win – the sky’s the limit.

Congrats @skybrown on keeping your crown and winning another gold!

Never done flying.",,,,"142,456",-1.45
Nike,nike,265136442,2023-01-28 05:18:04 CST,2023-01-28,05:18:04,Album,"141,462",140764,698,0,false,https://www.instagram.com/p/Cn9PZeRLXLm/,https://www.instagram.com/p/Cn9PZeRLXLm/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/327344610_1528623487616918_899376097025803335_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=39yCELZ713cAX9tc-m6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDyqpkmBiThm9nlAV9bzfR23iV0HZnOwRa-wr9anlNtTQ&oe=64937665,,"Play with heart and grit.
That’s how champions do it. Congrats @sabalenka_aryna! 🏆 ☝
Never done elevating your game.",,,,"141,462",-1.29
Nike,nike,229724313,2022-07-15 16:17:44 CDT,2022-07-15,16:17:44,Album,"135,759",134523,1236,0,false,https://www.instagram.com/p/CgDDbLgP7RZ/,https://www.instagram.com/p/CgDDbLgP7RZ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/293390370_417129190449603_347400042653530822_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-UA44IzLV6kAX-UJ-JS&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAfDYeQh4iKlcyR8ywsKZzEBUeaJ-ozLmdSl6RZWw1b8A&oe=644C7E62,,"“Victory redefined means sharing the spotlight and really appreciating and valuing people for who they are and what they bring to the table.” @mrapinoe 

Meet the Victory Redefined Collection. ✌️A movement sparked by Megan Rapinoe that’s creating space for everybody to feel safe, seen and heard. Because until we can all win, our work is never done. 

💐Hit the link in our bio to learn more.",,,,"135,759",-1.53
Nike,nike,296764806,2023-06-10 11:00:48 CDT,2023-06-10,11:00:48,Album,"135,324",134513,811,0,false,https://www.instagram.com/p/CtUNepYuY_d/,https://www.instagram.com/p/CtUNepYuY_d/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/352572076_649897763680086_9198532239139547134_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ny3_ffT6rbcAX-Jz52G&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDFwoXS3lI6Zs4V9yoHPcos0Mtd4_QkWuTq4hBPpb8PLw&oe=64A19A84,,"Les Champions x3 🎾

Congratulations @diededegroot, @tokitooda, and @nielsvink on each taking home the hardware with major title wins in Paris. 🏆 Keep building your legacies and pushing the game forward.",,,,"135,324",-1.21
Nike,nike,288583742,2023-04-21 17:03:43 CDT,2023-04-21,17:03:43,Album,"134,374",133087,1287,0,false,https://www.instagram.com/p/CrUHQ_GvVkG/,https://www.instagram.com/p/CrUHQ_GvVkG/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/342382306_597897545599145_9101301265183621700_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=N-BZ8wC3QPUAX9LaQIo&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfA67b07V-tDi4uSp4egzjHCeJhD2WuDlU9kSD3OQ1wsVQ&oe=647A25F6,,"Support like never before.

Just like @salemmitchell, move with comfort and style for daysss in the Nike Flyknit Bra 🤸
￼
Swipe to see the fit and explore every way that movement helps you feel 💖",,,,"134,374",-1.31
Nike,nike,231416556,2022-07-26 10:30:00 CDT,2022-07-26,10:30:00,Album,"131,638",130838,800,0,false,https://www.instagram.com/p/CgewYAyL3no/,https://www.instagram.com/p/CgewYAyL3no/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/295702135_795372901477084_4051429595143790533_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8gYiGx_O5H8AX9pTFf1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBvPK81Lx_dLQSrZUFh51Dxph0pi0tUmNg08Jm8hsAsUg&oe=642B4B6D,,"Silence the noise and watch the show. @castersemenya800m runs the show.
 
See the makings of a winner in the latest episode of “What Are You Working On?”
 
How do you win in your day to day? Let us know below ⤵️",,,,"131,638",-1.56
Nike,nike,235851431,2022-09-09 11:01:27 CDT,2022-09-09,11:01:27,Album,"130,798",128993,1805,3083794,false,https://www.instagram.com/p/CiSrvtsLMaz/,https://www.instagram.com/p/CiSrvtsLMaz/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/305847127_474486877901995_5703731759051542358_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=TDLm91zIF1IAX_2qW-m&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD8cGKzzzOC7Baq9qT8eHc7DG7jA1b_tcBGdLQtvee90w&oe=637C03BF,,"We built #NikeForward for the futurist who honors the wisdom of worn paths. 🥾

And the kid building a spaceship in their backyard. 🚀

This is for you, for us, and for everyone else. 

We call it Forward because that’s where we’re going. 💫

Launching Soon.

3D Imagery and Animation: @moreandmore_ltd
Original Music: @golden_hum",,,,"130,798",-1.51
Nike,nike,235635521,2022-09-01 11:27:26 CDT,2022-09-01,11:27:26,Album,"128,953",128236,717,0,false,https://www.instagram.com/p/Ch-IW8_JVOs/,https://www.instagram.com/p/Ch-IW8_JVOs/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/303909672_421276423206755_6692955431400997581_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uv16vD512JUAX9AnCf6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBNQ9lwIm8jttrbeJgvQKeheaRVDrNDP0ewl1unGerSBw&oe=640E895C,,"Inspired by a sisterhood of style and sport.
Serve some serious looks with the Serena Williams Design Crew 1.5 Collection. Whether you’re into monochromatic grays, or bold blue hues, these sportswear staples bring a new spin to your everyday style. Now available.

Photographer:
@brandiewed

Videographer:
@bexxfrancois

Stylist:
@charliebrianna",,,,"128,953",-1.55
Nike,nike,292849946,2023-05-20 12:20:03 CDT,2023-05-20,12:20:03,Album,"128,602",127617,985,0,false,https://www.instagram.com/p/CseR2stJqFa/,https://www.instagram.com/p/CseR2stJqFa/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/348271281_1294020904863655_8027833846409462223_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2LmNZZjkB4IAX-APwup&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBYUIaSuRDe3fsyB0SK68nsEE2BhWUcqQsRRsmxQEoNOg&oe=6496FF2F,,"Hoops superstar @aja22wilson used part of her offseason to reconnect with herself and her community after an incredible run of success for both her professional team and her country. 

Full series of “What Are You Working On?” with A’ja out now – link in bio.",,,,"128,602",-1.32
Nike,nike,277227135,2023-03-14 14:00:09 CDT,2023-03-14,14:00:09,Album,"127,939",127288,651,0,false,https://www.instagram.com/p/Cpx8DPbO60g/,https://www.instagram.com/p/Cpx8DPbO60g/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/335616466_8974503962624782_3744985909063538328_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=fdkEVNhssHUAX-itCSB&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfA-QD_Zp1nGSa_AG5C0Qo7MJTiSOqmXN0hv7l67PGRGlA&oe=645E7026,,"When football’s life, there’s no such thing as losing. ⚽
️
Get the kit on Nike.com (available in select regions) and watch AFC Richmond in the premiere of Ted Lasso Season 3 on @appletvplus tonight. 👀  #NikeFC",,,,"127,939",-1.44
