Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions (weighted  —  Likes 1x Comments 1x ),Overperforming Score
Nike,nike,289330295,2023-04-27 11:01:09 CDT,2023-04-27,11:01:09,Album,"127,933",127138,795,2675137,false,https://www.instagram.com/p/Cri6is4O1qX/,https://www.instagram.com/p/Cri6is4O1qX/,https://scontent-fco2-1.cdninstagram.com/v/t51.36329-15/343585508_583589946895286_8164572103946186043_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-rpjnadER_YAX-eDKFr&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCJ_dOSYncubAuFvHhXNBmM4Lr0KI4lgoswL_8Ppvrlrg&oe=6482C87C,,"Blaze together. @erickoston 🤝 @vtanderson

The durability of the Blazer GTs keep you skating all day while your friends keep the vibes high.

Shop the In the Wild x LA collection now.",,,,"127,933",-1.35
Nike,nike,269992882,2023-02-14 12:00:04 CST,2023-02-14,12:00:04,Album,"127,460",125351,2109,0,false,https://www.instagram.com/p/Copu6sSPdJo/,https://www.instagram.com/p/Copu6sSPdJo/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330519675_1928105317535874_8343901656485840458_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wUl_l9yW2XUAX_Hp9T7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBdOYvTXpUPxyP3awVH_YxZUqpkGEebdtqFSfKuFzomZQ&oe=644B43CE,,"Everyone starts somewhere. The 2023 Serena Williams Design Crew Collection is made for the dreamers, by the dreamers with a vision for where design and fashion is headed.",‎'‎أه NIKE NNIK MIYE‎'‎,,,"127,460",-1.45
Nike,nike,289515771,2023-04-28 11:00:04 CDT,2023-04-28,11:00:04,Album,"127,389",126699,690,0,false,https://www.instagram.com/p/CrlfNqcOsC1/,https://www.instagram.com/p/CrlfNqcOsC1/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/343318658_733230118283330_2452637624682674016_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=_v8vgqYTvRAAX9ApjHZ&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfDYLhBVo-7QvuNNIfo00DpbEc_ZNpzdH1m1eTZHXwM5BQ&oe=64817247,,"“It’s completely not a shoe. It’s an art object. It doesn’t even need to be on someone’s feet. It distills everything I’m saying into an object. The ‘Air Force 1’ is a basketball shoe, but through hip-hop culture it’s a cultural signifier. It means a lot to very specific people.” - Virgil Abloh @arch___itecture

The Nike x Off-White™ AF1 Mid Pine Green is available now across selected retailers + SNKRS. 🚁",,,,"127,389",-1.36
Nike,nike,272605099,2023-02-24 10:00:05 CST,2023-02-24,10:00:05,Album,"127,327",126372,955,2175014,false,https://www.instagram.com/p/CpDRItSOIV8/,https://www.instagram.com/p/CpDRItSOIV8/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/332972681_207357328513208_6441802699773865086_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GchwAK1LrO8AX98fKdJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDM8jvaFBTpDSyw6eXAvTdb0Wr8RXlvhZqSHxPlXmXvQw&oe=644F6FD3,,The Phantom GX took us years to make so you can increase your playmaking precision. A sticky texture called Nike Gripknit is made of high tenacity yarns so that unreal ball control can be achieved. What will you achieve in them? #nikefc,,,,"127,327",-1.45
Nike,nike,290623651,2023-05-09 11:00:05 CDT,2023-05-09,11:00:05,Album,"124,781",123679,1102,0,false,https://www.instagram.com/p/CsBz9a0OPOK/,https://www.instagram.com/p/CsBz9a0OPOK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/345820015_707868438012876_4446997045676562691_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=bCS-Ihl2-KQAX8sQHqn&_nc_oc=AQk6PkDwzmljPWLS4EDOV32eMYGLeLHMbmnVHCLtZICRm-nlrDatmAOZAobNc_8f98g&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDRLQtP7CxNaxnrHnJSGa2hzfFARJPCZc8csa1pkaTrUA&oe=64894AA7,,"Eliud ends each run with a simple ritual. He cleans his shoes. It’s his show of respect for the planet. “The only option is to take care of the world, because this is our only home,” he explains. 
 
Join @kipchogeeliud and take the #MoveToZeroChallenge. Dig out your old gear and Refresh, Rethink or Recycle. 
 
GET ‘EM BACK IN THE GAME 🌍♻️",,,,"124,781",-1.37
Nike,nike,295817642,2023-06-05 02:00:02 CDT,2023-06-05,02:00:02,Album,"124,460",123830,630,0,false,https://www.instagram.com/p/CtGXnjiORO6/,https://www.instagram.com/p/CtGXnjiORO6/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/351099103_281498294404320_8381066471920479292_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=a7XVpGi6EakAX-Eq2yc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD69nZiY4QPXeaIzpFW3INzhitG5mL2j0ao-Bc7rhc2ag&oe=64A1997E,,"Celebrate the game that unites the world. ⚽🌎🏆

This July, sport’s biggest moment is a global-scale collision of style, culture and footballing prowess. Show love for your team in The 2023 Nike National Team Kits & Collections. 

Check out all the key pieces at the 🔗 in bio and our Instagram Shop #NikeFC",,,,"124,460",-1.33
Nike,nike,235943799,2022-09-06 23:35:15 CDT,2022-09-06,23:35:15,Album,"124,072",123288,784,0,false,https://www.instagram.com/p/CiMToEiOAnd/,https://www.instagram.com/p/CiMToEiOAnd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/305526184_786691025985234_2462718661530445990_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6ecCoa930CEAX93fmSU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAvrw5ZiWOg_MsRz67-P-l9wQMGUNo9M8X5_DpJi_z4Jg&oe=643DE96E,,"True love for the game is when every moment feels just as exciting as your first.

Congratulations @sbird10 on an impeccable career. We’re excited to see what’s next.

Legends are never done.",,,,"124,072",-1.61
Nike,nike,229544284,2022-07-14 10:32:30 CDT,2022-07-14,10:32:30,Album,"123,635",123026,609,0,false,https://www.instagram.com/p/Cf_3HvlLlzZ/,https://www.instagram.com/p/Cf_3HvlLlzZ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/293364819_1705054183190871_8824862386704275914_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=TYm86PHJerYAX-mruTf&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT_g_hkSQXMuLDvink9PlZdrWNkF-zs72biv3Zfcp_lVQA&oe=6338FBE1,,"“What allowed me to run effortlessly with joy was actually getting rid of that backpack full of weights, which was other people’s expectations.” 
@crazylongjumper 

There might be eight lanes on a track, but sprinting is a sport of one. It’s you v you. Head to head. A stride at a time. And although there’s almost always someone within an arm’s distance of you, the battle out of the blocks is internal.

Few would know this better than gold medalist Marcell Jacobs. He tells us that his speed on the track comes from an inner strength he has off of it.",,,,"123,635",-1.73
Nike,nike,250635560,2022-11-22 10:00:05 CST,2022-11-22,10:00:05,Album,"122,886",121107,1779,108457,false,https://www.instagram.com/p/ClROacFOYqr/,https://www.instagram.com/p/ClROacFOYqr/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/316857268_1241734419718295_8740667009330770967_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=PG41eo3L67UAX-BJMIH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC-XZoC2HI7XfdiMuS4kbN6zBbGREUXlvy5XjJHEuAb7g&oe=642AD643,,"For this Olympic champion, it’s all about the joy in the journey 💪 

“Not being able to lean into other aspects of yourself takes away from who you truly are.” 

@athiiing gets real in the latest episode of “What Are You Working On”.",,,,"122,886",-1.55
Nike,nike,288669203,2023-04-23 18:36:34 CDT,2023-04-23,18:36:34,Photo,"113,130",112428,702,0,false,https://www.instagram.com/p/CrZbeyiPmFg/,https://www.instagram.com/p/CrZbeyiPmFg/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/342534523_542600274480196_6777354098082159500_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=6VpM-EJ-rE4AX97y2AZ&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfD_VtV4Sr4q90u6WoUTmf9dxYsdW5z8jssk7voJuhUZRQ&oe=647C1DEB,,It’s just the start of something special. 💪 Congrats to @nellykorda on a brilliant performance on the course this weekend. Keep unlocking your greatness and pushing the game forward.,,,,"113,130",-3.88
Nike,nike,295192811,2023-06-02 15:47:58 CDT,2023-06-02,15:47:58,Album,"111,634",110866,768,0,false,https://www.instagram.com/p/CtAH-_VPZRy/,https://www.instagram.com/p/CtAH-_VPZRy/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/350899978_780794990093054_2940610315577507548_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7dq_usJh94MAX_OsAdN&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDeP8t7XAcA-Txru6XR21SSrm2wrGAi19S1dXyZId6G9w&oe=64A1CCFB,,"Mom. World Champion. Olympic Champion. And now… World Record holder. 🏆

Congratulations to @faithkipyegon on a stunning time of 3:49.11 in the 1500M in Florence.",,,,"111,634",-1.48
Nike,nike,269826617,2023-02-13 11:08:27 CST,2023-02-13,11:08:27,Album,"109,942",108553,1389,0,false,https://www.instagram.com/p/ConENxVuFoH/,https://www.instagram.com/p/ConENxVuFoH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/330395867_1313997442501223_8615878053814101045_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=QWF3dnsYQBYAX_Xdq4H&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC79MQAlIXOAl8EQnbNe1WkahE3rPNWT5rBOueXo9wVUA&oe=644AC478,,"Clear out your leggings drawer because the newest era of Nike leggings has arrived. The NEW Nike Zenvy and Go leggings – a.k.a the must-have for your every mood, moment, and move – come in multiple lengths, rises, and colors. Head to our IG shop to give them a sweat. We know you’ll find A Feel for Every You ✨",,,,"109,942",-1.68
Nike,nike,274302638,2023-03-01 11:03:19 CST,2023-03-01,11:03:19,Album,"107,475",106464,1011,0,false,https://www.instagram.com/p/CpQQWMBOkCq/,https://www.instagram.com/p/CpQQWMBOkCq/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/333753574_885016942779288_2331758541842641859_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dgbI3ylPVuMAX9lX0mO&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfC6OPIv_wK827ks_TClVqf6JftryIYeV2jUT7m_FbHTzw&oe=645131AA,,"The NEW Nike Zenvy and Nike Go are ready for any spin class, tree-pose, or series binge 📺 With a range of sizing from XXS-4X, multiple lengths and rises, there’s A Feel For Every You. Find yours in our IG shop.",,,,"107,475",-1.72
Nike,nike,228371505,2022-07-07 10:00:06 CDT,2022-07-07,10:00:06,Album,"107,475",106933,542,639845,false,https://www.instagram.com/p/Cftx2ZzLjLa/,https://www.instagram.com/p/Cftx2ZzLjLa/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/292249148_346190500856135_8846142546717788669_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DbXZn0zBptwAX_Q4u3p&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AT-JVLfh6BvhtYG9STso7XD2EUP0eT9d9qvUi3XAS1K5rQ&oe=631FEF8B,,"“The beauty of uncertainty is infinite possibility. When you don’t know what’s next, anything can be next.” @tune2tunde
 
Nike Fitness Athlete Tunde Oyeneyin wants you to embrace the unknown ✨ Because when progress is the goal, no matter where your journey leads, the future is sure to be bright 🌟 So lean into the doubt, trust yourself, and believe that your best today is only the beginning 📈
 
Where do you see your progress taking you? Let us know in the comments ⤵️",,,,"107,475",-2.04
Nike,nike,289515771,2023-04-28 15:03:30 CDT,2023-04-28,15:03:30,Album,"105,571",104913,658,1030639,false,https://www.instagram.com/p/Crl7EmauYXQ/,https://www.instagram.com/p/Crl7EmauYXQ/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/343938335_714919693717928_542705618207986503_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=disf_HxSCrcAX80u2ey&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfBxN5h4tEhtPZFAB-1yimbVMTsKkQRZsog6k4u93JZJdA&oe=64835C77,,"In The Wild sighting: Fynn Koston rockin’ the Blazer GT for all his kickflipping needs. 

Tap to shop his style. #InTheWild #NikeSB",,,,"105,571",-1.64
Nike,nike,292094205,2023-05-16 11:03:56 CDT,2023-05-16,11:03:56,Album,"105,498",104776,722,0,false,https://www.instagram.com/p/CsT19w9OQxm/,https://www.instagram.com/p/CsT19w9OQxm/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/346650435_1439702706847179_923911417543382276_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=-txHbSRV4PcAX9ip4PJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDv7bvgyw0pnk5pxgw271B9SZGHDnKEdWIxiPuKkpHmIQ&oe=648ACA60,,"The duality of the hibiscus flower reminds us to embrace any and everything that feels authentically you. Flowers don’t worry about when or how they’ll bloom. They simply open and turn to the light. 

Tap to shop the new Naomi Osaka Capsule Collection",,,,"105,498",-1.62
Nike,nike,295817642,2023-06-05 10:00:04 CDT,2023-06-05,10:00:04,Album,"104,757",104051,706,0,false,https://www.instagram.com/p/CtHOjbwroOh/,https://www.instagram.com/p/CtHOjbwroOh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/352221247_1257001171592149_7763290351859374631_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=3YcXj6eyvH4AX9AyAqB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCLRt8InktbXMQXI1wUsQ0PY6b1zmHvjm4OUCp2LU7Pgw&oe=64A11625,,"When the world's greatest athletes get together for the world's greatest ⚽ tournament, epic things are bound to happen. We're talking wonder goals and smashing tackles. Feats of individual brilliance and incredible teamwork. MVPs past, present and future going for glory, no matter the cost. The trophy is waiting. Are you ready? Line up behind your squad with The 2023 Nike National Team Kits & Collections.👇

Hit the link 🔗 in bio to shop your team today. 

#NikeFC",,,,"104,757",-1.58
Nike,nike,249340522,2022-11-17 11:03:34 CST,2022-11-17,11:03:34,Album,"104,691",103304,1387,86968,false,https://www.instagram.com/p/ClEdtBmOdAr/,https://www.instagram.com/p/ClEdtBmOdAr/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/316059291_145043574956223_5692983518410735321_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=gyWrudIvzw0AX9o4QV9&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAZ_653n2WUf8OoVJIE5GQf14dgVWiLW9sBT_THx_RiMg&oe=63EC91CC,,"The newest capsule collection from @naomiosaka celebrates discovering your aura. 

We all strive to express ourselves in everything we do. Naomi’s journey on and off the court represents just that - a young woman transcending sport by living authentically as her true self.",,,,"104,691",-1.82
Nike,nike,296581685,2023-06-09 14:47:01 CDT,2023-06-09,14:47:01,Album,"104,556",103998,558,0,false,https://www.instagram.com/p/CtSCkrhujfu/,https://www.instagram.com/p/CtSCkrhujfu/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/352243983_1067812247515144_5801900097777190572_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=T5L0ueULHHQAX93Lz99&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBct1lyNSToSmDyVtbG-GpBlHqgy5vhL3Iu7N46E0A3HQ&oe=64A0D828,,"Believe it, chase it, break it. 🥇

Congratulations to @jakobing on a new world record time of 7:54.10 for 2 miles in Paris.",,,,"104,556",-1.58
Nike,nike,269826617,2023-02-13 10:22:33 CST,2023-02-13,10:22:33,Album,"100,617",99823,794,1097137,false,https://www.instagram.com/p/Com-9m7uDXi/,https://www.instagram.com/p/Com-9m7uDXi/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/331088859_861172631832176_8160691774117758075_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=4N0twKB2p68AX8viL_x&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDvAGMgfJR6uLMDoYJMIVKyxu7pUAHh1CS3jt-RO3cN-Q&oe=6446DF91,,"“My confidence comes from when I thought I couldn’t do something, and I went and did it. Then you’re like ‘I can do anything that life throws at me. Let me just find my own way.’” @dinaashersmith

Watch the first episode of “How We Do,” where we support nellarose and a squad of South London girls as they step into the ring for the first time at @dwaynamicsgym 🥊🔥

🔗 in bio",,,,"100,617",-1.83
Nike,nike,296965127,2023-06-11 10:59:36 CDT,2023-06-11,10:59:36,Album,"97,707",96914,793,0,false,https://www.instagram.com/p/CtWyIu6Ot1F/,https://www.instagram.com/p/CtWyIu6Ot1F/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/352849222_212812374490865_986978098519080659_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=BK3Oik4kgvwAX9nzTkD&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAJCL7V4C3PPQbYN79761Rf0pkuIORNUirTmW5d5zMc3A&oe=64A0CCF1,,"@lavellerose 🤝🏼 Tiempo.
 
In the latest Unpacked episode, Rose shares her favorite Nike products – both on and off the pitch. Her love for a comfy Groutfit is something we can all get behind. Shop all her looks at our link in bio.",,,,"97,707",-1.65
Nike,nike,273136433,2023-02-25 11:00:04 CST,2023-02-25,11:00:04,Album,"97,036",96033,1003,2175562,false,https://www.instagram.com/p/CpF8y4OO_NO/,https://www.instagram.com/p/CpF8y4OO_NO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/333493080_2051393805046147_5480743607557878602_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=ALpfx1mKxFgAX8iv_iH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDsdGbDkGWS_4U2swZlMl7LlqojbywDYmUqyfDvloZ5nw&oe=64507D9C,,The Nike SuperRep 4 is designed for the maximalist who doesn’t skip leg day and demands stability and comfort to push through every rep.,,,,"97,036",-1.91
Nike,nike,288627587,2023-04-20 11:21:36 CDT,2023-04-20,11:21:36,Album,"93,891",92664,1227,0,false,https://www.instagram.com/p/CrQ7UcCOAN_/,https://www.instagram.com/p/CrQ7UcCOAN_/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/341920339_175449572060959_8065582320407204553_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=GxNk-cczXxgAX8q7-ps&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCs52AfxlFStxD0zwJG4szEwO41gZ8vlwrqV-wi5G2OAA&oe=6477D8B5,,"Got old gear? It's been out of action too long. Benched and B-teamed. It's time to give it a second life. One that feels as exciting as the moment you first brought it home.

First up, rummage deep. Dig out beat up old festival kits or your favorite hoodie, the one with a hole in it.
Then choose your fighter:

REFRESH 'EM - clean and protect your old gear.
RETHINK 'EM - get creative and give old kicks and clothes a new identity.
RECYCLE 'EM - tap into Nike's Recycle + Donation service and give it a second life.

Join the #MoveToZeroChallenge and GET 'EM BACK IN THE GAME ♻️

Hit up the link in our bio to find out more 🌍",,,,"93,891",-1.87
Nike,nike,299356428,2023-06-23 14:21:39 CDT,2023-06-23,14:21:39,Album,"86,597",86098,499,0,false,https://www.instagram.com/p/Ct2CzDwvVnU/,https://www.instagram.com/p/Ct2CzDwvVnU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/355381193_829517811516018_2814119073222484097_n.jpg?_nc_cat=1&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=PaxtegV3MFwAX9MZPZ5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA_fd4V33XNJrG9hT9rgaEt4rP9nzW7hFgrkCQx67Ovpg&oe=64A17790,,"Like the teams they love and support, every fan has their own unique style. 

From getting kitted out like the athletes on the pitch to making their colors their own 🌏, there’s no one way to represent your squad. And that’s what makes the beautiful game forever inspiring ✨ #NikeFootball",,,,"86,597",-1.8
Nike,nike,292494460,2023-05-18 15:03:28 CDT,2023-05-18,15:03:28,Album,"84,202",83630,572,999444,false,https://www.instagram.com/p/CsZa95GvSZj/,https://www.instagram.com/p/CsZa95GvSZj/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/347249152_250853944190945_8408113732882243962_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WZjrwFFb_0MAX9HlkP7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDbU46zwAXY2UPk1iV3qqJrepehwXjLu1AIga2-zaVQJQ&oe=64928B98,,⚠️PEG 40 SIGHTING IN THE WILD⚠️: @b_reck of Chicago based run club @runtoohard sets pace in his Pegasus 40s through Humboldt Park. He wants to know… “What are you running in?” Shop what he and the crew are rocking to rack up the miles. #InTheWild,,,,"84,202",-2.03
Nike,nike,299526438,2023-06-24 15:00:21 CDT,2023-06-24,15:00:21,Album,"82,974",82398,576,1952805,false,https://www.instagram.com/p/Ct4sBczvUM8/,https://www.instagram.com/p/Ct4sBczvUM8/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/355843197_281614867603725_5520842738611696290_n.jpg?_nc_cat=1&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=R8U-85iZWdUAX9FzS5Y&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCit-rAYrWTTjqRK15TZEhSanrMOd7seVIWG1VN5gv56A&oe=64A23B6C,,"Waffle irons and the Willamette Valley. Patchouli and performance. This was the spirit of Eugene, Oregon in the 1970s. During this time, Nike was evolving and innovating rapidly which meant its graphic identity was too—especially on the t-shirt side of the hustle. Tees were the easiest way to communicate the brand’s rapidly developing identity. What’s most notable about these tees is that their bohemian, PNW-inspired look still influences much of the graphic work you still see in today’s designs.

Which one of these tees are you building a fit around? 

These original graphic tees were provided by the Department of Nike Archives.",,,,"82,974",-1.86
Nike,nike,298153796,2023-06-17 11:00:16 CDT,2023-06-17,11:00:16,Album,"81,381",80973,408,0,false,https://www.instagram.com/p/CtmO-7GR4Pe/,https://www.instagram.com/p/CtmO-7GR4Pe/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/354186778_655428543148859_1965486446781770817_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=l2HuuLGAGn4AX95xxbd&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDkYOL4wP_PRIiMiycfzbY_f2FlZMvZoTnCz-igPE7Iyg&oe=64A1E199,,"Style is @tonyfinaugolf's middle name. On the latest episode of Unpacked, he shares his favorite Nike products for when he's taking on the course. 

Tap to shop the look.",,,,"81,381",-1.98
Nike,nike,235943799,2022-09-07 10:02:46 CDT,2022-09-07,10:02:46,Album,"80,409",79488,921,860647,false,https://www.instagram.com/p/CiNbcEdLnMk/,https://www.instagram.com/p/CiNbcEdLnMk/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/305391481_612737943634618_3564941009444832288_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=XEh2rEj-ONsAX_dcACU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCeMVPvkUWBRsuOOxILa9lfArWlvNeryPv7WdvPghYnfQ&oe=6379BF70,,"Nike Trainer @joeholder doesn’t want you to do it for anyone but you. Because when we make moves towards the things that make us feel happy and healthy, everybody wins. “I want to help people realize that good health is a conduit for having a better life. It’s a gateway to positivity.”

Joe wants to know, how has movement made a positive impact in your life? Let us know in the comments below ⤵️",,,,"80,409",-2.48
Nike,nike,292940590,2023-05-21 18:38:29 CDT,2023-05-21,18:38:29,Photo,"80,133",79547,586,0,false,https://www.instagram.com/p/Cshh9TSv_cz/,https://www.instagram.com/p/Cshh9TSv_cz/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/348263160_154382447476022_1713412943732331799_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7Tw_ku8upIQAX_VbbDL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfB-I1LwCS2dD4pgrZy2h2HfzUJ_de6PgB7nAAxcE6_YSQ&oe=649A708E,,"Focus. Will. Grit. 

@bkoepka embodies them all and takes home his third PGA Championship. 🏆 Congrats to the five-time major champion.",,,,"80,133",-5.5
Nike,nike,298552184,2023-06-19 11:30:39 CDT,2023-06-19,11:30:39,Album,"79,973",79453,520,1085232,false,https://www.instagram.com/p/CtrcDN-Ry6n/,https://www.instagram.com/p/CtrcDN-Ry6n/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/355127217_654341946135467_8100055859191335636_n.jpg?_nc_cat=1&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=s0TPDHOXsa8AX9MZH2r&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDdSUcuoqJzIYshpdFYiyp21JMYUezxGpwqPIY_4TqJxA&oe=64A24107,,"Shout out to these icons ⚽️🏆 We’re not just celebrating wins, we’re celebrating everything that they and the community have put into pushing the game forward. 💪 Grab a piece of history in the 2023 Nike National Team Collections.

Hit the 🔗 in bio to shop your team today.",,,,"79,973",-2
Nike,nike,292290870,2023-05-17 15:00:20 CDT,2023-05-17,15:00:20,Album,"63,942",63412,530,1223172,false,https://www.instagram.com/p/CsW10BmvKlN/,https://www.instagram.com/p/CsW10BmvKlN/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/347160112_203267442522271_8183116918921076956_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=2lujcmgPrxsAX-L8TzZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD5Iek1hfuw24E1ghgL9htzP_kx2QMn381avmE5I6raHA&oe=64924AC7,,"Looking to add a little 😉 to your stride? @b_reck of @runtoohard can confirm that the Pegasus 40s got you. 

Tag someone in your run club who needs these 👇, and check out the full episode of In The Wild by hitting the link in our bio. #InTheWild",,,,"63,942",-2.67
